Food,B,C,D,E,F,G,H,I,J
3510,2,6,1,2,1,2,4,2,4
3511,2,6,1,2,1,2,4,3,4
3512,2,6,1,2,1,3,1,1,4
3513,2,6,1,2,1,3,1,2,4
3514,2,6,1,2,1,3,1,3,4
3515,2,6,1,2,1,3,2,1,4
3516,2,6,1,2,1,3,2,2,4
3517,2,6,1,2,1,3,2,3,4
3518,2,6,1,2,1,3,3,1,4
3519,2,6,1,2,1,3,3,2,4
3520,2,6,1,2,1,3,3,3,4
3521,2,6,1,2,1,3,4,1,4
3522,2,6,1,2,1,3,4,2,4
3523,2,6,1,2,1,3,4,3,4
3524,2,6,1,2,2,2,1,1,9
3525,2,6,1,2,2,2,2,1,9
3526,2,6,1,2,2,2,3,1,9
3527,2,6,1,2,2,2,4,1,9
3528,2,6,1,2,3,2,1,1,9
3529,2,6,1,2,3,2,2,1,9
3530,2,6,1,2,3,2,3,1,9
3531,2,6,1,2,3,2,4,1,9
3532,2,6,1,3,1,1,1,1,4
3533,2,6,1,3,1,1,1,2,4
3534,2,6,1,3,1,1,1,3,4
3535,2,6,1,3,1,1,2,1,4
3536,2,6,1,3,1,1,2,2,4
3537,2,6,1,3,1,1,2,3,4
3538,2,6,1,3,1,1,3,1,4
3539,2,6,1,3,1,1,3,2,4
3540,2,6,1,3,1,1,3,3,4
3541,2,6,1,3,1,1,4,1,4
3542,2,6,1,3,1,1,4,2,4
3543,2,6,1,3,1,1,4,3,4
3544,2,6,1,3,1,2,1,1,4
3545,2,6,1,3,1,2,1,2,4
3546,2,6,1,3,1,2,1,3,4
3547,2,6,1,3,1,2,2,1,4
3548,2,6,1,3,1,2,2,2,4
3549,2,6,1,3,1,2,2,3,4
3550,2,6,1,3,1,2,3,1,4
3551,2,6,1,3,1,2,3,2,4
3552,2,6,1,3,1,2,3,3,4
3553,2,6,1,3,1,2,4,1,4
3554,2,6,1,3,1,2,4,2,4
3555,2,6,1,3,1,2,4,3,4
3556,2,6,1,3,1,3,1,1,4
3557,2,6,1,3,1,3,1,2,4
3558,2,6,1,3,1,3,1,3,4
3559,2,6,1,3,1,3,2,1,4
3560,2,6,1,3,1,3,2,2,4
3561,2,6,1,3,1,3,2,3,4
3562,2,6,1,3,1,3,3,1,4
3563,2,6,1,3,1,3,3,2,4
3564,2,6,1,3,1,3,3,3,4
3565,2,6,1,3,1,3,4,1,4
3566,2,6,1,3,1,3,4,2,4
3567,2,6,1,3,1,3,4,3,4
3568,2,6,1,3,2,2,1,1,9
3569,2,6,1,3,2,2,2,1,9
3570,2,6,1,3,2,2,3,1,9
3571,2,6,1,3,2,2,4,1,9
3572,2,6,1,3,3,2,1,1,9
3573,2,6,1,3,3,2,2,1,9
3574,2,6,1,3,3,2,3,1,9
3575,2,6,1,3,3,2,4,1,9
3576,2,6,2,1,1,1,1,1,4
3577,2,6,2,1,1,1,1,2,4
3578,2,6,2,1,1,1,1,3,4
3579,2,6,2,1,1,1,2,1,4
3580,2,6,2,1,1,1,2,2,4
3581,2,6,2,1,1,1,2,3,4
3582,2,6,2,1,1,1,3,1,4
3583,2,6,2,1,1,1,3,2,4
3584,2,6,2,1,1,1,3,3,4
3585,2,6,2,1,1,1,4,1,4
3586,2,6,2,1,1,1,4,2,4
3587,2,6,2,1,1,1,4,3,4
3588,2,6,2,1,1,2,1,1,4
3589,2,6,2,1,1,2,1,2,4
3590,2,6,2,1,1,2,1,3,4
3591,2,6,2,1,1,2,2,1,4
3592,2,6,2,1,1,2,2,2,4
3593,2,6,2,1,1,2,2,3,4
3594,2,6,2,1,1,2,3,1,4
3595,2,6,2,1,1,2,3,2,4
3596,2,6,2,1,1,2,3,3,4
3597,2,6,2,1,1,2,4,1,4
3598,2,6,2,1,1,2,4,2,4
3599,2,6,2,1,1,2,4,3,4
3600,2,6,2,1,1,3,1,1,4
3601,2,6,2,1,1,3,1,2,4
3602,2,6,2,1,1,3,1,3,4
3603,2,6,2,1,1,3,2,1,4
3604,2,6,2,1,1,3,2,2,4
3605,2,6,2,1,1,3,2,3,4
3606,2,6,2,1,1,3,3,1,4
3607,2,6,2,1,1,3,3,2,4
3608,2,6,2,1,1,3,3,3,4
3609,2,6,2,1,1,3,4,1,4
3610,2,6,2,1,1,3,4,2,4
3611,2,6,2,1,1,3,4,3,4
3612,2,6,2,1,1,4,1,1,5
3613,2,6,2,1,1,4,1,2,5
3614,2,6,2,1,1,4,1,3,5
3615,2,6,2,1,1,4,2,1,5
3616,2,6,2,1,1,4,2,2,5
3617,2,6,2,1,1,4,2,3,5
3618,2,6,2,1,1,4,3,1,5
3619,2,6,2,1,1,4,3,2,5
3620,2,6,2,1,1,4,3,3,5
3621,2,6,2,1,1,4,4,1,5
3622,2,6,2,1,1,4,4,2,5
3623,2,6,2,1,1,4,4,3,5
3624,2,6,2,1,2,2,1,1,9
3625,2,6,2,1,2,2,1,2,9
3626,2,6,2,1,2,2,1,3,9
3627,2,6,2,1,2,2,2,1,9
3628,2,6,2,1,2,2,2,2,9
3629,2,6,2,1,2,2,2,3,9
3630,2,6,2,1,2,2,3,1,9
3631,2,6,2,1,2,2,3,2,9
3632,2,6,2,1,2,2,3,3,9
3633,2,6,2,1,2,2,4,1,9
3634,2,6,2,1,2,2,4,2,9
3635,2,6,2,1,2,2,4,3,9
3636,2,6,2,1,2,4,1,1,5
3637,2,6,2,1,2,4,1,2,5
3638,2,6,2,1,2,4,1,3,5
3639,2,6,2,1,2,4,2,1,5
3640,2,6,2,1,2,4,2,2,5
3641,2,6,2,1,2,4,2,3,5
3642,2,6,2,1,2,4,3,1,5
3643,2,6,2,1,2,4,3,2,5
3644,2,6,2,1,2,4,3,3,5
3645,2,6,2,1,2,4,4,1,5
3646,2,6,2,1,2,4,4,2,5
3647,2,6,2,1,2,4,4,3,5
3648,2,6,2,1,3,2,1,1,9
3649,2,6,2,1,3,2,2,1,9
3650,2,6,2,1,3,2,3,1,9
3651,2,6,2,1,3,2,4,1,9
3652,2,6,2,1,3,4,1,1,5
3653,2,6,2,1,3,4,1,2,5
3654,2,6,2,1,3,4,1,3,5
3655,2,6,2,1,3,4,2,1,5
3656,2,6,2,1,3,4,2,2,5
3657,2,6,2,1,3,4,2,3,5
3658,2,6,2,1,3,4,3,1,5
3659,2,6,2,1,3,4,3,2,5
3660,2,6,2,1,3,4,3,3,5
3661,2,6,2,1,3,4,4,1,5
3662,2,6,2,1,3,4,4,2,5
3663,2,6,2,1,3,4,4,3,5
3664,2,6,2,2,1,1,1,1,4
3665,2,6,2,2,1,1,1,2,4
3666,2,6,2,2,1,1,1,3,4
3667,2,6,2,2,1,1,2,1,4
3668,2,6,2,2,1,1,2,2,4
3669,2,6,2,2,1,1,2,3,4
3670,2,6,2,2,1,1,3,1,4
3671,2,6,2,2,1,1,3,2,4
3672,2,6,2,2,1,1,3,3,4
3673,2,6,2,2,1,1,4,1,4
3674,2,6,2,2,1,1,4,2,4
3675,2,6,2,2,1,1,4,3,4
3676,2,6,2,2,1,2,1,1,4
3677,2,6,2,2,1,2,1,2,4
3678,2,6,2,2,1,2,1,3,4
3679,2,6,2,2,1,2,2,1,4
3680,2,6,2,2,1,2,2,2,4
3681,2,6,2,2,1,2,2,3,4
3682,2,6,2,2,1,2,3,1,4
3683,2,6,2,2,1,2,3,2,4
3684,2,6,2,2,1,2,3,3,4
3685,2,6,2,2,1,2,4,1,4
3686,2,6,2,2,1,2,4,2,4
3687,2,6,2,2,1,2,4,3,4
3688,2,6,2,2,1,3,1,1,4
3689,2,6,2,2,1,3,1,2,4
3690,2,6,2,2,1,3,1,3,4
3691,2,6,2,2,1,3,2,1,4
3692,2,6,2,2,1,3,2,2,4
3693,2,6,2,2,1,3,2,3,4
3694,2,6,2,2,1,3,3,1,4
3695,2,6,2,2,1,3,3,2,4
3696,2,6,2,2,1,3,3,3,4
3697,2,6,2,2,1,3,4,1,4
3698,2,6,2,2,1,3,4,2,4
3699,2,6,2,2,1,3,4,3,4
3700,2,6,2,2,1,4,1,1,5
3701,2,6,2,2,1,4,1,2,5
3702,2,6,2,2,1,4,1,3,5
3703,2,6,2,2,1,4,2,1,5
3704,2,6,2,2,1,4,2,2,5
3705,2,6,2,2,1,4,2,3,5
3706,2,6,2,2,1,4,3,1,5
3707,2,6,2,2,1,4,3,2,5
3708,2,6,2,2,1,4,3,3,5
3709,2,6,2,2,1,4,4,1,5
3710,2,6,2,2,1,4,4,2,5
3711,2,6,2,2,1,4,4,3,5
3712,2,6,2,2,2,2,1,1,9
3713,2,6,2,2,2,2,1,2,9
3714,2,6,2,2,2,2,1,3,9
3715,2,6,2,2,2,2,2,1,9
3716,2,6,2,2,2,2,2,2,9
3717,2,6,2,2,2,2,2,3,9
3718,2,6,2,2,2,2,3,1,9
3719,2,6,2,2,2,2,3,2,9
3720,2,6,2,2,2,2,3,3,9
3721,2,6,2,2,2,2,4,1,9
3722,2,6,2,2,2,2,4,2,9
3723,2,6,2,2,2,2,4,3,9
3724,2,6,2,2,2,4,1,1,5
3725,2,6,2,2,2,4,1,2,5
3726,2,6,2,2,2,4,1,3,5
3727,2,6,2,2,2,4,2,1,5
3728,2,6,2,2,2,4,2,2,5
3729,2,6,2,2,2,4,2,3,5
3730,2,6,2,2,2,4,3,1,5
3731,2,6,2,2,2,4,3,2,5
3732,2,6,2,2,2,4,3,3,5
3733,2,6,2,2,2,4,4,1,5
3734,2,6,2,2,2,4,4,2,5
3735,2,6,2,2,2,4,4,3,5
3736,2,6,2,2,3,2,1,1,9
3737,2,6,2,2,3,2,2,1,9
3738,2,6,2,2,3,2,3,1,9
3739,2,6,2,2,3,2,4,1,9
3740,2,6,2,2,3,4,1,1,5
3741,2,6,2,2,3,4,1,2,5
3742,2,6,2,2,3,4,1,3,5
3743,2,6,2,2,3,4,2,1,5
3744,2,6,2,2,3,4,2,2,5
3745,2,6,2,2,3,4,2,3,5
3746,2,6,2,2,3,4,3,1,5
3747,2,6,2,2,3,4,3,2,5
3748,2,6,2,2,3,4,3,3,5
3749,2,6,2,2,3,4,4,1,5
3750,2,6,2,2,3,4,4,2,5
3751,2,6,2,2,3,4,4,3,5
3752,2,6,2,3,1,1,1,1,4
3753,2,6,2,3,1,1,1,2,4
3754,2,6,2,3,1,1,1,3,4
3755,2,6,2,3,1,1,2,1,4
3756,2,6,2,3,1,1,2,2,4
3757,2,6,2,3,1,1,2,3,4
3758,2,6,2,3,1,1,3,1,4
3759,2,6,2,3,1,1,3,2,4
3760,2,6,2,3,1,1,3,3,4
3761,2,6,2,3,1,1,4,1,4
3762,2,6,2,3,1,1,4,2,4
3763,2,6,2,3,1,1,4,3,4
3764,2,6,2,3,1,2,1,1,4
3765,2,6,2,3,1,2,1,2,4
3766,2,6,2,3,1,2,1,3,4
3767,2,6,2,3,1,2,2,1,4
3768,2,6,2,3,1,2,2,2,4
3769,2,6,2,3,1,2,2,3,4
3770,2,6,2,3,1,2,3,1,4
3771,2,6,2,3,1,2,3,2,4
3772,2,6,2,3,1,2,3,3,4
3773,2,6,2,3,1,2,4,1,4
3774,2,6,2,3,1,2,4,2,4
3775,2,6,2,3,1,2,4,3,4
3776,2,6,2,3,1,3,1,1,4
3777,2,6,2,3,1,3,1,2,4
3778,2,6,2,3,1,3,1,3,4
3779,2,6,2,3,1,3,2,1,4
3780,2,6,2,3,1,3,2,2,4
3781,2,6,2,3,1,3,2,3,4
3782,2,6,2,3,1,3,3,1,4
3783,2,6,2,3,1,3,3,2,4
3784,2,6,2,3,1,3,3,3,4
3785,2,6,2,3,1,3,4,1,4
3786,2,6,2,3,1,3,4,2,4
3787,2,6,2,3,1,3,4,3,4
3788,2,6,2,3,1,4,1,1,5
3789,2,6,2,3,1,4,1,2,5
3790,2,6,2,3,1,4,1,3,5
3791,2,6,2,3,1,4,2,1,5
3792,2,6,2,3,1,4,2,2,5
3793,2,6,2,3,1,4,2,3,5
3794,2,6,2,3,1,4,3,1,5
3795,2,6,2,3,1,4,3,2,5
3796,2,6,2,3,1,4,3,3,5
3797,2,6,2,3,1,4,4,1,5
3798,2,6,2,3,1,4,4,2,5
3799,2,6,2,3,1,4,4,3,5
3800,2,6,2,3,2,2,1,1,9
3801,2,6,2,3,2,2,1,2,9
3802,2,6,2,3,2,2,1,3,9
3803,2,6,2,3,2,2,2,1,9
3804,2,6,2,3,2,2,2,2,9
3805,2,6,2,3,2,2,2,3,9
3806,2,6,2,3,2,2,3,1,9
3807,2,6,2,3,2,2,3,2,9
3808,2,6,2,3,2,2,3,3,9
3809,2,6,2,3,2,2,4,1,9
3810,2,6,2,3,2,2,4,2,9
3811,2,6,2,3,2,2,4,3,9
3812,2,6,2,3,2,4,1,1,5
3813,2,6,2,3,2,4,1,2,5
3814,2,6,2,3,2,4,1,3,5
3815,2,6,2,3,2,4,2,1,5
3816,2,6,2,3,2,4,2,2,5
3817,2,6,2,3,2,4,2,3,5
3818,2,6,2,3,2,4,3,1,5
3819,2,6,2,3,2,4,3,2,5
3820,2,6,2,3,2,4,3,3,5
3821,2,6,2,3,2,4,4,1,5
3822,2,6,2,3,2,4,4,2,5
3823,2,6,2,3,2,4,4,3,5
3824,2,6,2,3,3,2,1,1,9
3825,2,6,2,3,3,2,2,1,9
3826,2,6,2,3,3,2,3,1,9
3827,2,6,2,3,3,2,4,1,9
3828,2,6,2,3,3,4,1,1,5
3829,2,6,2,3,3,4,1,2,5
3830,2,6,2,3,3,4,1,3,5
3831,2,6,2,3,3,4,2,1,5
3832,2,6,2,3,3,4,2,2,5
3833,2,6,2,3,3,4,2,3,5
3834,2,6,2,3,3,4,3,1,5
3835,2,6,2,3,3,4,3,2,5
3836,2,6,2,3,3,4,3,3,5
3837,2,6,2,3,3,4,4,1,5
3838,2,6,2,3,3,4,4,2,5
3839,2,6,2,3,3,4,4,3,5
3840,2,6,3,1,1,1,1,1,4
3841,2,6,3,1,1,1,1,2,4
3842,2,6,3,1,1,1,1,3,4
3843,2,6,3,1,1,1,2,1,4
3844,2,6,3,1,1,1,2,2,4
3845,2,6,3,1,1,1,2,3,4
3846,2,6,3,1,1,1,3,1,4
3847,2,6,3,1,1,1,3,2,4
3848,2,6,3,1,1,1,3,3,4
3849,2,6,3,1,1,1,4,1,4
3850,2,6,3,1,1,1,4,2,4
3851,2,6,3,1,1,1,4,3,4
3852,2,6,3,1,1,2,1,1,4
3853,2,6,3,1,1,2,1,2,4
3854,2,6,3,1,1,2,1,3,4
3855,2,6,3,1,1,2,2,1,4
3856,2,6,3,1,1,2,2,2,4
3857,2,6,3,1,1,2,2,3,4
3858,2,6,3,1,1,2,3,1,4
3859,2,6,3,1,1,2,3,2,4
3860,2,6,3,1,1,2,3,3,4
3861,2,6,3,1,1,2,4,1,4
3862,2,6,3,1,1,2,4,2,4
3863,2,6,3,1,1,2,4,3,4
3864,2,6,3,1,1,3,1,1,4
3865,2,6,3,1,1,3,1,2,4
3866,2,6,3,1,1,3,1,3,4
3867,2,6,3,1,1,3,2,1,4
3868,2,6,3,1,1,3,2,2,4
3869,2,6,3,1,1,3,2,3,4
3870,2,6,3,1,1,3,3,1,4
3871,2,6,3,1,1,3,3,2,4
3872,2,6,3,1,1,3,3,3,4
3873,2,6,3,1,1,3,4,1,4
3874,2,6,3,1,1,3,4,2,4
3875,2,6,3,1,1,3,4,3,4
3876,2,6,3,1,1,4,1,1,5
3877,2,6,3,1,1,4,1,2,5
3878,2,6,3,1,1,4,1,3,5
3879,2,6,3,1,1,4,2,1,5
3880,2,6,3,1,1,4,2,2,5
3881,2,6,3,1,1,4,2,3,5
3882,2,6,3,1,1,4,3,1,5
3883,2,6,3,1,1,4,3,2,5
3884,2,6,3,1,1,4,3,3,5
3885,2,6,3,1,1,4,4,1,5
3886,2,6,3,1,1,4,4,2,5
3887,2,6,3,1,1,4,4,3,5
3888,2,6,3,1,2,2,1,1,9
3889,2,6,3,1,2,2,2,1,9
3890,2,6,3,1,2,2,3,1,9
3891,2,6,3,1,2,2,4,1,9
3892,2,6,3,1,2,4,1,1,5
3893,2,6,3,1,2,4,1,2,5
3894,2,6,3,1,2,4,1,3,5
3895,2,6,3,1,2,4,2,1,5
3896,2,6,3,1,2,4,2,2,5
3897,2,6,3,1,2,4,2,3,5
3898,2,6,3,1,2,4,3,1,5
3899,2,6,3,1,2,4,3,2,5
3900,2,6,3,1,2,4,3,3,5
3901,2,6,3,1,2,4,4,1,5
3902,2,6,3,1,2,4,4,2,5
3903,2,6,3,1,2,4,4,3,5
3904,2,6,3,1,3,1,1,1,6
3905,2,6,3,1,3,1,1,2,6
3906,2,6,3,1,3,1,1,3,6
3907,2,6,3,1,3,1,2,1,6
3908,2,6,3,1,3,1,2,2,6
3909,2,6,3,1,3,1,2,3,6
3910,2,6,3,1,3,1,3,1,6
3911,2,6,3,1,3,1,3,2,6
3912,2,6,3,1,3,1,3,3,6
3913,2,6,3,1,3,1,4,1,6
3914,2,6,3,1,3,1,4,2,6
3915,2,6,3,1,3,1,4,3,6
3916,2,6,3,1,3,2,1,1,6
3917,2,6,3,1,3,2,1,2,6
3918,2,6,3,1,3,2,1,3,6
3919,2,6,3,1,3,2,2,1,6
3920,2,6,3,1,3,2,2,2,6
3921,2,6,3,1,3,2,2,3,6
3922,2,6,3,1,3,2,3,1,6
3923,2,6,3,1,3,2,3,2,6
3924,2,6,3,1,3,2,3,3,6
3925,2,6,3,1,3,2,4,1,6
3926,2,6,3,1,3,2,4,2,6
3927,2,6,3,1,3,2,4,3,6
3928,2,6,3,1,3,3,1,1,6
3929,2,6,3,1,3,3,1,2,6
3930,2,6,3,1,3,3,1,3,6
3931,2,6,3,1,3,3,2,1,6
3932,2,6,3,1,3,3,2,2,6
3933,2,6,3,1,3,3,2,3,6
3934,2,6,3,1,3,3,3,1,6
3935,2,6,3,1,3,3,3,2,6
3936,2,6,3,1,3,3,3,3,6
3937,2,6,3,1,3,3,4,1,6
3938,2,6,3,1,3,3,4,2,6
3939,2,6,3,1,3,3,4,3,6
3940,2,6,3,1,3,4,1,1,5
3941,2,6,3,1,3,4,1,2,5
3942,2,6,3,1,3,4,1,3,5
3943,2,6,3,1,3,4,2,1,5
3944,2,6,3,1,3,4,2,2,5
3945,2,6,3,1,3,4,2,3,5
3946,2,6,3,1,3,4,3,1,5
3947,2,6,3,1,3,4,3,2,5
3948,2,6,3,1,3,4,3,3,5
3949,2,6,3,1,3,4,4,1,5
3950,2,6,3,1,3,4,4,2,5
3951,2,6,3,1,3,4,4,3,5
3952,2,6,3,2,1,1,1,1,4
3953,2,6,3,2,1,1,1,2,4
3954,2,6,3,2,1,1,1,3,4
3955,2,6,3,2,1,1,2,1,4
3956,2,6,3,2,1,1,2,2,4
3957,2,6,3,2,1,1,2,3,4
3958,2,6,3,2,1,1,3,1,4
3959,2,6,3,2,1,1,3,2,4
3960,2,6,3,2,1,1,3,3,4
3961,2,6,3,2,1,1,4,1,4
3962,2,6,3,2,1,1,4,2,4
3963,2,6,3,2,1,1,4,3,4
3964,2,6,3,2,1,2,1,1,4
3965,2,6,3,2,1,2,1,2,4
3966,2,6,3,2,1,2,1,3,4
3967,2,6,3,2,1,2,2,1,4
3968,2,6,3,2,1,2,2,2,4
3969,2,6,3,2,1,2,2,3,4
3970,2,6,3,2,1,2,3,1,4
3971,2,6,3,2,1,2,3,2,4
3972,2,6,3,2,1,2,3,3,4
3973,2,6,3,2,1,2,4,1,4
3974,2,6,3,2,1,2,4,2,4
3975,2,6,3,2,1,2,4,3,4
3976,2,6,3,2,1,3,1,1,4
3977,2,6,3,2,1,3,1,2,4
3978,2,6,3,2,1,3,1,3,4
3979,2,6,3,2,1,3,2,1,4
3980,2,6,3,2,1,3,2,2,4
3981,2,6,3,2,1,3,2,3,4
3982,2,6,3,2,1,3,3,1,4
3983,2,6,3,2,1,3,3,2,4
3984,2,6,3,2,1,3,3,3,4
3985,2,6,3,2,1,3,4,1,4
3986,2,6,3,2,1,3,4,2,4
3987,2,6,3,2,1,3,4,3,4
3988,2,6,3,2,1,4,1,1,5
3989,2,6,3,2,1,4,1,2,5
3990,2,6,3,2,1,4,1,3,5
3991,2,6,3,2,1,4,2,1,5
3992,2,6,3,2,1,4,2,2,5
3993,2,6,3,2,1,4,2,3,5
3994,2,6,3,2,1,4,3,1,5
3995,2,6,3,2,1,4,3,2,5
3996,2,6,3,2,1,4,3,3,5
3997,2,6,3,2,1,4,4,1,5
3998,2,6,3,2,1,4,4,2,5
3999,2,6,3,2,1,4,4,3,5
4000,2,6,3,2,2,2,1,1,9
4001,2,6,3,2,2,2,2,1,9
4002,2,6,3,2,2,2,3,1,9
4003,2,6,3,2,2,2,4,1,9
4004,2,6,3,2,2,4,1,1,5
4005,2,6,3,2,2,4,1,2,5
4006,2,6,3,2,2,4,1,3,5
4007,2,6,3,2,2,4,2,1,5
4008,2,6,3,2,2,4,2,2,5
4009,2,6,3,2,2,4,2,3,5
4010,2,6,3,2,2,4,3,1,5
4011,2,6,3,2,2,4,3,2,5
4012,2,6,3,2,2,4,3,3,5
4013,2,6,3,2,2,4,4,1,5
4014,2,6,3,2,2,4,4,2,5
4015,2,6,3,2,2,4,4,3,5
4016,2,6,3,2,3,1,1,1,6
4017,2,6,3,2,3,1,1,2,6
4018,2,6,3,2,3,1,1,3,6
4019,2,6,3,2,3,1,2,1,6
4020,2,6,3,2,3,1,2,2,6
4021,2,6,3,2,3,1,2,3,6
4022,2,6,3,2,3,1,3,1,6
4023,2,6,3,2,3,1,3,2,6
4024,2,6,3,2,3,1,3,3,6
4025,2,6,3,2,3,1,4,1,6
4026,2,6,3,2,3,1,4,2,6
4027,2,6,3,2,3,1,4,3,6
4028,2,6,3,2,3,2,1,1,6
4029,2,6,3,2,3,2,1,2,6
4030,2,6,3,2,3,2,1,3,6
4031,2,6,3,2,3,2,2,1,6
4032,2,6,3,2,3,2,2,2,6
4033,2,6,3,2,3,2,2,3,6
4034,2,6,3,2,3,2,3,1,6
4035,2,6,3,2,3,2,3,2,6
4036,2,6,3,2,3,2,3,3,6
4037,2,6,3,2,3,2,4,1,6
4038,2,6,3,2,3,2,4,2,6
4039,2,6,3,2,3,2,4,3,6
4040,2,6,3,2,3,3,1,1,6
4041,2,6,3,2,3,3,1,2,6
4042,2,6,3,2,3,3,1,3,6
4043,2,6,3,2,3,3,2,1,6
4044,2,6,3,2,3,3,2,2,6
4045,2,6,3,2,3,3,2,3,6
4046,2,6,3,2,3,3,3,1,6
4047,2,6,3,2,3,3,3,2,6
4048,2,6,3,2,3,3,3,3,6
4049,2,6,3,2,3,3,4,1,6
4050,2,6,3,2,3,3,4,2,6
4051,2,6,3,2,3,3,4,3,6
4052,2,6,3,2,3,4,1,1,5
4053,2,6,3,2,3,4,1,2,5
4054,2,6,3,2,3,4,1,3,5
4055,2,6,3,2,3,4,2,1,5
4056,2,6,3,2,3,4,2,2,5
4057,2,6,3,2,3,4,2,3,5
4058,2,6,3,2,3,4,3,1,5
4059,2,6,3,2,3,4,3,2,5
4060,2,6,3,2,3,4,3,3,5
4061,2,6,3,2,3,4,4,1,5
4062,2,6,3,2,3,4,4,2,5
4063,2,6,3,2,3,4,4,3,5
4064,2,6,3,3,1,1,1,1,4
4065,2,6,3,3,1,1,1,2,4
4066,2,6,3,3,1,1,1,3,4
4067,2,6,3,3,1,1,2,1,4
4068,2,6,3,3,1,1,2,2,4
4069,2,6,3,3,1,1,2,3,4
4070,2,6,3,3,1,1,3,1,4
4071,2,6,3,3,1,1,3,2,4
4072,2,6,3,3,1,1,3,3,4
4073,2,6,3,3,1,1,4,1,4
4074,2,6,3,3,1,1,4,2,4
4075,2,6,3,3,1,1,4,3,4
4076,2,6,3,3,1,2,1,1,4
4077,2,6,3,3,1,2,1,2,4
4078,2,6,3,3,1,2,1,3,4
4079,2,6,3,3,1,2,2,1,4
4080,2,6,3,3,1,2,2,2,4
4081,2,6,3,3,1,2,2,3,4
4082,2,6,3,3,1,2,3,1,4
4083,2,6,3,3,1,2,3,2,4
4084,2,6,3,3,1,2,3,3,4
4085,2,6,3,3,1,2,4,1,4
4086,2,6,3,3,1,2,4,2,4
4087,2,6,3,3,1,2,4,3,4
4088,2,6,3,3,1,3,1,1,4
4089,2,6,3,3,1,3,1,2,4
4090,2,6,3,3,1,3,1,3,4
4091,2,6,3,3,1,3,2,1,4
4092,2,6,3,3,1,3,2,2,4
4093,2,6,3,3,1,3,2,3,4
4094,2,6,3,3,1,3,3,1,4
4095,2,6,3,3,1,3,3,2,4
4096,2,6,3,3,1,3,3,3,4
4097,2,6,3,3,1,3,4,1,4
4098,2,6,3,3,1,3,4,2,4
4099,2,6,3,3,1,3,4,3,4
4100,2,6,3,3,1,4,1,1,5
4101,2,6,3,3,1,4,1,2,5
4102,2,6,3,3,1,4,1,3,5
4103,2,6,3,3,1,4,2,1,5
4104,2,6,3,3,1,4,2,2,5
4105,2,6,3,3,1,4,2,3,5
4106,2,6,3,3,1,4,3,1,5
4107,2,6,3,3,1,4,3,2,5
4108,2,6,3,3,1,4,3,3,5
4109,2,6,3,3,1,4,4,1,5
4110,2,6,3,3,1,4,4,2,5
4111,2,6,3,3,1,4,4,3,5
4112,2,6,3,3,2,2,1,1,9
4113,2,6,3,3,2,2,2,1,9
4114,2,6,3,3,2,2,3,1,9
4115,2,6,3,3,2,2,4,1,9
4116,2,6,3,3,2,4,1,1,5
4117,2,6,3,3,2,4,1,2,5
4118,2,6,3,3,2,4,1,3,5
4119,2,6,3,3,2,4,2,1,5
4120,2,6,3,3,2,4,2,2,5
4121,2,6,3,3,2,4,2,3,5
4122,2,6,3,3,2,4,3,1,5
4123,2,6,3,3,2,4,3,2,5
4124,2,6,3,3,2,4,3,3,5
4125,2,6,3,3,2,4,4,1,5
4126,2,6,3,3,2,4,4,2,5
4127,2,6,3,3,2,4,4,3,5
4128,2,6,3,3,3,1,1,1,6
4129,2,6,3,3,3,1,1,2,6
4130,2,6,3,3,3,1,1,3,6
4131,2,6,3,3,3,1,2,1,6
4132,2,6,3,3,3,1,2,2,6
4133,2,6,3,3,3,1,2,3,6
4134,2,6,3,3,3,1,3,1,6
4135,2,6,3,3,3,1,3,2,6
4136,2,6,3,3,3,1,3,3,6
4137,2,6,3,3,3,1,4,1,6
4138,2,6,3,3,3,1,4,2,6
4139,2,6,3,3,3,1,4,3,6
4140,2,6,3,3,3,2,1,1,6
4141,2,6,3,3,3,2,1,2,6
4142,2,6,3,3,3,2,1,3,6
4143,2,6,3,3,3,2,2,1,6
4144,2,6,3,3,3,2,2,2,6
4145,2,6,3,3,3,2,2,3,6
4146,2,6,3,3,3,2,3,1,6
4147,2,6,3,3,3,2,3,2,6
4148,2,6,3,3,3,2,3,3,6
4149,2,6,3,3,3,2,4,1,6
4150,2,6,3,3,3,2,4,2,6
4151,2,6,3,3,3,2,4,3,6
4152,2,6,3,3,3,3,1,1,6
4153,2,6,3,3,3,3,1,2,6
4154,2,6,3,3,3,3,1,3,6
4155,2,6,3,3,3,3,2,1,6
4156,2,6,3,3,3,3,2,2,6
4157,2,6,3,3,3,3,2,3,6
4158,2,6,3,3,3,3,3,1,6
4159,2,6,3,3,3,3,3,2,6
4160,2,6,3,3,3,3,3,3,6
4161,2,6,3,3,3,3,4,1,6
4162,2,6,3,3,3,3,4,2,6
4163,2,6,3,3,3,3,4,3,6
4164,2,6,3,3,3,4,1,1,5
4165,2,6,3,3,3,4,1,2,5
4166,2,6,3,3,3,4,1,3,5
4167,2,6,3,3,3,4,2,1,5
4168,2,6,3,3,3,4,2,2,5
4169,2,6,3,3,3,4,2,3,5
4170,2,6,3,3,3,4,3,1,5
4171,2,6,3,3,3,4,3,2,5
4172,2,6,3,3,3,4,3,3,5
4173,2,6,3,3,3,4,4,1,5
4174,2,6,3,3,3,4,4,2,5
