Type,B,C,D,E,F,G,H,I,J
3322,2,5,3,1,1,1,4,2,1
3323,2,5,3,1,1,1,4,3,1
3324,2,5,3,1,1,2,1,1,1
3325,2,5,3,1,1,2,1,2,1
3326,2,5,3,1,1,2,1,3,1
3327,2,5,3,1,1,2,2,1,1
3328,2,5,3,1,1,2,2,2,1
3329,2,5,3,1,1,2,2,3,1
3330,2,5,3,1,1,2,3,1,1
3331,2,5,3,1,1,2,3,2,1
3332,2,5,3,1,1,2,3,3,1
3333,2,5,3,1,1,2,4,1,1
3334,2,5,3,1,1,2,4,2,1
3335,2,5,3,1,1,2,4,3,1
3336,2,5,3,1,1,3,1,1,1
3337,2,5,3,1,1,3,1,2,1
3338,2,5,3,1,1,3,1,3,1
3339,2,5,3,1,1,3,2,1,1
3340,2,5,3,1,1,3,2,2,1
3341,2,5,3,1,1,3,2,3,1
3342,2,5,3,1,1,3,3,1,1
3343,2,5,3,1,1,3,3,2,1
3344,2,5,3,1,1,3,3,3,1
3345,2,5,3,1,1,3,4,1,1
3346,2,5,3,1,1,3,4,2,1
3347,2,5,3,1,1,3,4,3,1
3348,2,5,3,1,2,2,1,1,3
3349,2,5,3,1,2,2,2,1,3
3350,2,5,3,1,2,2,3,1,3
3351,2,5,3,1,2,2,4,1,3
3352,2,5,3,1,3,2,1,1,3
3353,2,5,3,1,3,2,2,1,3
3354,2,5,3,1,3,2,3,1,3
3355,2,5,3,1,3,2,4,1,3
3356,2,5,3,2,1,1,1,1,1
3357,2,5,3,2,1,1,1,2,1
3358,2,5,3,2,1,1,1,3,1
3359,2,5,3,2,1,1,2,1,1
3360,2,5,3,2,1,1,2,2,1
3361,2,5,3,2,1,1,2,3,1
3362,2,5,3,2,1,1,3,1,1
3364,2,5,3,2,1,1,3,3,1
3366,2,5,3,2,1,1,4,2,1
3367,2,5,3,2,1,1,4,3,1
3368,2,5,3,2,1,2,1,1,1
3369,2,5,3,2,1,2,1,2,1
3370,2,5,3,2,1,2,1,3,1
3371,2,5,3,2,1,2,2,1,1
3372,2,5,3,2,1,2,2,2,1
3373,2,5,3,2,1,2,2,3,1
3374,2,5,3,2,1,2,3,1,1
3375,2,5,3,2,1,2,3,2,1
3376,2,5,3,2,1,2,3,3,1
3377,2,5,3,2,1,2,4,1,1
3378,2,5,3,2,1,2,4,2,1
3379,2,5,3,2,1,2,4,3,1
3380,2,5,3,2,1,3,1,1,1
3381,2,5,3,2,1,3,1,2,1
3382,2,5,3,2,1,3,1,3,1
3383,2,5,3,2,1,3,2,1,1
3384,2,5,3,2,1,3,2,2,1
3385,2,5,3,2,1,3,2,3,1
3386,2,5,3,2,1,3,3,1,1
3388,2,5,3,2,1,3,3,3,1
3389,2,5,3,2,1,3,4,1,1
3390,2,5,3,2,1,3,4,2,1
3391,2,5,3,2,1,3,4,3,1
3393,2,5,3,2,2,2,2,1,3
3394,2,5,3,2,2,2,3,1,3
3395,2,5,3,2,2,2,4,1,3
3396,2,5,3,2,3,2,1,1,3
3397,2,5,3,2,3,2,2,1,3
3398,2,5,3,2,3,2,3,1,3
3399,2,5,3,2,3,2,4,1,3
3400,2,5,3,3,1,1,1,1,1
3401,2,5,3,3,1,1,1,2,1
3402,2,5,3,3,1,1,1,3,1
3403,2,5,3,3,1,1,2,1,1
3404,2,5,3,3,1,1,2,2,1
3405,2,5,3,3,1,1,2,3,1
3406,2,5,3,3,1,1,3,1,1
3407,2,5,3,3,1,1,3,2,1
3408,2,5,3,3,1,1,3,3,1
3409,2,5,3,3,1,1,4,1,1
3410,2,5,3,3,1,1,4,2,1
3411,2,5,3,3,1,1,4,3,1
3413,2,5,3,3,1,2,1,2,1
3414,2,5,3,3,1,2,1,3,1
3415,2,5,3,3,1,2,2,1,1
3416,2,5,3,3,1,2,2,2,1
3417,2,5,3,3,1,2,2,3,1
3418,2,5,3,3,1,2,3,1,1
3420,2,5,3,3,1,2,3,3,1
3421,2,5,3,3,1,2,4,1,1
3422,2,5,3,3,1,2,4,2,1
3423,2,5,3,3,1,2,4,3,1
3424,2,5,3,3,1,3,1,1,1
3425,2,5,3,3,1,3,1,2,1
3426,2,5,3,3,1,3,1,3,1
3427,2,5,3,3,1,3,2,1,1
3428,2,5,3,3,1,3,2,2,1
3429,2,5,3,3,1,3,2,3,1
3430,2,5,3,3,1,3,3,1,1
3431,2,5,3,3,1,3,3,2,1
3432,2,5,3,3,1,3,3,3,1
3433,2,5,3,3,1,3,4,1,1
3434,2,5,3,3,1,3,4,2,1
3436,2,5,3,3,2,2,1,1,3
3437,2,5,3,3,2,2,2,1,3
3438,2,5,3,3,2,2,3,1,3
3439,2,5,3,3,2,2,4,1,3
3440,2,5,3,3,3,2,1,1,3
3442,2,5,3,3,3,2,3,1,3
3443,2,5,3,3,3,2,4,1,3
3444,2,6,1,1,1,1,1,1,1
3445,2,6,1,1,1,1,1,2,1
3446,2,6,1,1,1,1,1,3,1
3447,2,6,1,1,1,1,2,1,1
3448,2,6,1,1,1,1,2,2,1
3449,2,6,1,1,1,1,2,3,1
3450,2,6,1,1,1,1,3,1,1
3451,2,6,1,1,1,1,3,2,1
3452,2,6,1,1,1,1,3,3,1
3453,2,6,1,1,1,1,4,1,1
3454,2,6,1,1,1,1,4,2,1
3455,2,6,1,1,1,1,4,3,1
3456,2,6,1,1,1,2,1,1,1
3458,2,6,1,1,1,2,1,3,1
3460,2,6,1,1,1,2,2,2,1
3461,2,6,1,1,1,2,2,3,1
3462,2,6,1,1,1,2,3,1,1
3464,2,6,1,1,1,2,3,3,1
3466,2,6,1,1,1,2,4,2,1
3467,2,6,1,1,1,2,4,3,1
3468,2,6,1,1,1,3,1,1,1
3469,2,6,1,1,1,3,1,2,1
3470,2,6,1,1,1,3,1,3,1
3471,2,6,1,1,1,3,2,1,1
3472,2,6,1,1,1,3,2,2,1
3475,2,6,1,1,1,3,3,2,1
3477,2,6,1,1,1,3,4,1,1
3478,2,6,1,1,1,3,4,2,1
3479,2,6,1,1,1,3,4,3,1
3480,2,6,1,1,2,2,1,1,3
3481,2,6,1,1,2,2,2,1,3
3482,2,6,1,1,2,2,3,1,3
3483,2,6,1,1,2,2,4,1,3
3484,2,6,1,1,3,2,1,1,3
3487,2,6,1,1,3,2,4,1,3
3488,2,6,1,2,1,1,1,1,1
3490,2,6,1,2,1,1,1,3,1
3491,2,6,1,2,1,1,2,1,1
3492,2,6,1,2,1,1,2,2,1
3493,2,6,1,2,1,1,2,3,1
3494,2,6,1,2,1,1,3,1,1
3495,2,6,1,2,1,1,3,2,1
3496,2,6,1,2,1,1,3,3,1
3497,2,6,1,2,1,1,4,1,1
3498,2,6,1,2,1,1,4,2,1
3499,2,6,1,2,1,1,4,3,1
3500,2,6,1,2,1,2,1,1,1
3501,2,6,1,2,1,2,1,2,1
3502,2,6,1,2,1,2,1,3,1
3503,2,6,1,2,1,2,2,1,1
3504,2,6,1,2,1,2,2,2,1
3505,2,6,1,2,1,2,2,3,1
3506,2,6,1,2,1,2,3,1,1
3507,2,6,1,2,1,2,3,2,1
3508,2,6,1,2,1,2,3,3,1
3509,2,6,1,2,1,2,4,1,1
3510,2,6,1,2,1,2,4,2,1
3511,2,6,1,2,1,2,4,3,1
3512,2,6,1,2,1,3,1,1,1
3513,2,6,1,2,1,3,1,2,1
3514,2,6,1,2,1,3,1,3,1
3515,2,6,1,2,1,3,2,1,1
3516,2,6,1,2,1,3,2,2,1
3517,2,6,1,2,1,3,2,3,1
3518,2,6,1,2,1,3,3,1,1
3519,2,6,1,2,1,3,3,2,1
3520,2,6,1,2,1,3,3,3,1
3521,2,6,1,2,1,3,4,1,1
3522,2,6,1,2,1,3,4,2,1
3523,2,6,1,2,1,3,4,3,1
3524,2,6,1,2,2,2,1,1,3
3525,2,6,1,2,2,2,2,1,3
3526,2,6,1,2,2,2,3,1,3
3527,2,6,1,2,2,2,4,1,3
3529,2,6,1,2,3,2,2,1,3
3531,2,6,1,2,3,2,4,1,3
3532,2,6,1,3,1,1,1,1,1
3533,2,6,1,3,1,1,1,2,1
3534,2,6,1,3,1,1,1,3,1
3535,2,6,1,3,1,1,2,1,1
3536,2,6,1,3,1,1,2,2,1
3537,2,6,1,3,1,1,2,3,1
3538,2,6,1,3,1,1,3,1,1
3539,2,6,1,3,1,1,3,2,1
3540,2,6,1,3,1,1,3,3,1
3541,2,6,1,3,1,1,4,1,1
3542,2,6,1,3,1,1,4,2,1
3543,2,6,1,3,1,1,4,3,1
3544,2,6,1,3,1,2,1,1,1
3545,2,6,1,3,1,2,1,2,1
3546,2,6,1,3,1,2,1,3,1
3547,2,6,1,3,1,2,2,1,1
3549,2,6,1,3,1,2,2,3,1
3550,2,6,1,3,1,2,3,1,1
3551,2,6,1,3,1,2,3,2,1
3552,2,6,1,3,1,2,3,3,1
3553,2,6,1,3,1,2,4,1,1
3554,2,6,1,3,1,2,4,2,1
3557,2,6,1,3,1,3,1,2,1
3558,2,6,1,3,1,3,1,3,1
3559,2,6,1,3,1,3,2,1,1
3560,2,6,1,3,1,3,2,2,1
3561,2,6,1,3,1,3,2,3,1
3562,2,6,1,3,1,3,3,1,1
3563,2,6,1,3,1,3,3,2,1
3564,2,6,1,3,1,3,3,3,1
3565,2,6,1,3,1,3,4,1,1
3566,2,6,1,3,1,3,4,2,1
3567,2,6,1,3,1,3,4,3,1
3568,2,6,1,3,2,2,1,1,3
3569,2,6,1,3,2,2,2,1,3
3570,2,6,1,3,2,2,3,1,3
3571,2,6,1,3,2,2,4,1,3
3572,2,6,1,3,3,2,1,1,3
3573,2,6,1,3,3,2,2,1,3
3574,2,6,1,3,3,2,3,1,3
3575,2,6,1,3,3,2,4,1,3
3576,2,6,2,1,1,1,1,1,1
3577,2,6,2,1,1,1,1,2,1
3578,2,6,2,1,1,1,1,3,1
3579,2,6,2,1,1,1,2,1,1
3580,2,6,2,1,1,1,2,2,1
3581,2,6,2,1,1,1,2,3,1
3582,2,6,2,1,1,1,3,1,1
3583,2,6,2,1,1,1,3,2,1
3584,2,6,2,1,1,1,3,3,1
3585,2,6,2,1,1,1,4,1,1
3586,2,6,2,1,1,1,4,2,1
3587,2,6,2,1,1,1,4,3,1
3588,2,6,2,1,1,2,1,1,1
3589,2,6,2,1,1,2,1,2,1
3590,2,6,2,1,1,2,1,3,1
3591,2,6,2,1,1,2,2,1,1
3592,2,6,2,1,1,2,2,2,1
3594,2,6,2,1,1,2,3,1,1
3595,2,6,2,1,1,2,3,2,1
3597,2,6,2,1,1,2,4,1,1
3598,2,6,2,1,1,2,4,2,1
3599,2,6,2,1,1,2,4,3,1
3600,2,6,2,1,1,3,1,1,1
3601,2,6,2,1,1,3,1,2,1
3602,2,6,2,1,1,3,1,3,1
3603,2,6,2,1,1,3,2,1,1
3604,2,6,2,1,1,3,2,2,1
3605,2,6,2,1,1,3,2,3,1
3606,2,6,2,1,1,3,3,1,1
3608,2,6,2,1,1,3,3,3,1
3609,2,6,2,1,1,3,4,1,1
3610,2,6,2,1,1,3,4,2,1
3611,2,6,2,1,1,3,4,3,1
3612,2,6,2,1,1,4,1,1,4
3613,2,6,2,1,1,4,1,2,4
3614,2,6,2,1,1,4,1,3,4
3615,2,6,2,1,1,4,2,1,4
3616,2,6,2,1,1,4,2,2,4
3617,2,6,2,1,1,4,2,3,4
3618,2,6,2,1,1,4,3,1,4
3619,2,6,2,1,1,4,3,2,4
3620,2,6,2,1,1,4,3,3,4
3621,2,6,2,1,1,4,4,1,4
3622,2,6,2,1,1,4,4,2,4
3623,2,6,2,1,1,4,4,3,4
3626,2,6,2,1,2,2,1,3,3
3627,2,6,2,1,2,2,2,1,3
3628,2,6,2,1,2,2,2,2,3
3629,2,6,2,1,2,2,2,3,3
3630,2,6,2,1,2,2,3,1,3
3632,2,6,2,1,2,2,3,3,3
3633,2,6,2,1,2,2,4,1,3
3634,2,6,2,1,2,2,4,2,3
3635,2,6,2,1,2,2,4,3,3
3636,2,6,2,1,2,4,1,1,4
3637,2,6,2,1,2,4,1,2,4
3638,2,6,2,1,2,4,1,3,4
3639,2,6,2,1,2,4,2,1,4
3640,2,6,2,1,2,4,2,2,4
3641,2,6,2,1,2,4,2,3,4
3642,2,6,2,1,2,4,3,1,4
3643,2,6,2,1,2,4,3,2,4
3644,2,6,2,1,2,4,3,3,4
3645,2,6,2,1,2,4,4,1,4
3646,2,6,2,1,2,4,4,2,4
3647,2,6,2,1,2,4,4,3,4
3648,2,6,2,1,3,2,1,1,3
3649,2,6,2,1,3,2,2,1,3
3650,2,6,2,1,3,2,3,1,3
3651,2,6,2,1,3,2,4,1,3
3652,2,6,2,1,3,4,1,1,4
3653,2,6,2,1,3,4,1,2,4
3654,2,6,2,1,3,4,1,3,4
3655,2,6,2,1,3,4,2,1,4
3656,2,6,2,1,3,4,2,2,4
3657,2,6,2,1,3,4,2,3,4
3658,2,6,2,1,3,4,3,1,4
3659,2,6,2,1,3,4,3,2,4
3660,2,6,2,1,3,4,3,3,4
3661,2,6,2,1,3,4,4,1,4
3662,2,6,2,1,3,4,4,2,4
3663,2,6,2,1,3,4,4,3,4
3664,2,6,2,2,1,1,1,1,1
3666,2,6,2,2,1,1,1,3,1
3667,2,6,2,2,1,1,2,1,1
3668,2,6,2,2,1,1,2,2,1
3669,2,6,2,2,1,1,2,3,1
3670,2,6,2,2,1,1,3,1,1
3671,2,6,2,2,1,1,3,2,1
3672,2,6,2,2,1,1,3,3,1
3673,2,6,2,2,1,1,4,1,1
3674,2,6,2,2,1,1,4,2,1
3675,2,6,2,2,1,1,4,3,1
3676,2,6,2,2,1,2,1,1,1
3677,2,6,2,2,1,2,1,2,1
3678,2,6,2,2,1,2,1,3,1
3679,2,6,2,2,1,2,2,1,1
3680,2,6,2,2,1,2,2,2,1
3681,2,6,2,2,1,2,2,3,1
3682,2,6,2,2,1,2,3,1,1
3683,2,6,2,2,1,2,3,2,1
3684,2,6,2,2,1,2,3,3,1
3685,2,6,2,2,1,2,4,1,1
3686,2,6,2,2,1,2,4,2,1
3687,2,6,2,2,1,2,4,3,1
3688,2,6,2,2,1,3,1,1,1
3689,2,6,2,2,1,3,1,2,1
3690,2,6,2,2,1,3,1,3,1
3691,2,6,2,2,1,3,2,1,1
3692,2,6,2,2,1,3,2,2,1
3693,2,6,2,2,1,3,2,3,1
3694,2,6,2,2,1,3,3,1,1
3695,2,6,2,2,1,3,3,2,1
3696,2,6,2,2,1,3,3,3,1
3697,2,6,2,2,1,3,4,1,1
3699,2,6,2,2,1,3,4,3,1
3700,2,6,2,2,1,4,1,1,4
3701,2,6,2,2,1,4,1,2,4
3702,2,6,2,2,1,4,1,3,4
3703,2,6,2,2,1,4,2,1,4
3704,2,6,2,2,1,4,2,2,4
3706,2,6,2,2,1,4,3,1,4
3707,2,6,2,2,1,4,3,2,4
3708,2,6,2,2,1,4,3,3,4
3710,2,6,2,2,1,4,4,2,4
3712,2,6,2,2,2,2,1,1,3
3713,2,6,2,2,2,2,1,2,3
3714,2,6,2,2,2,2,1,3,3
3715,2,6,2,2,2,2,2,1,3
3716,2,6,2,2,2,2,2,2,3
3717,2,6,2,2,2,2,2,3,3
3718,2,6,2,2,2,2,3,1,3
3719,2,6,2,2,2,2,3,2,3
3720,2,6,2,2,2,2,3,3,3
3721,2,6,2,2,2,2,4,1,3
3722,2,6,2,2,2,2,4,2,3
3724,2,6,2,2,2,4,1,1,4
3725,2,6,2,2,2,4,1,2,4
3726,2,6,2,2,2,4,1,3,4
3727,2,6,2,2,2,4,2,1,4
3729,2,6,2,2,2,4,2,3,4
3730,2,6,2,2,2,4,3,1,4
3731,2,6,2,2,2,4,3,2,4
3732,2,6,2,2,2,4,3,3,4
3733,2,6,2,2,2,4,4,1,4
3734,2,6,2,2,2,4,4,2,4
3736,2,6,2,2,3,2,1,1,3
3737,2,6,2,2,3,2,2,1,3
3738,2,6,2,2,3,2,3,1,3
3739,2,6,2,2,3,2,4,1,3
3740,2,6,2,2,3,4,1,1,4
3741,2,6,2,2,3,4,1,2,4
3742,2,6,2,2,3,4,1,3,4
3743,2,6,2,2,3,4,2,1,4
3744,2,6,2,2,3,4,2,2,4
3745,2,6,2,2,3,4,2,3,4
3746,2,6,2,2,3,4,3,1,4
3747,2,6,2,2,3,4,3,2,4
3748,2,6,2,2,3,4,3,3,4
3749,2,6,2,2,3,4,4,1,4
3750,2,6,2,2,3,4,4,2,4
3751,2,6,2,2,3,4,4,3,4
3752,2,6,2,3,1,1,1,1,1
3753,2,6,2,3,1,1,1,2,1
3754,2,6,2,3,1,1,1,3,1
3755,2,6,2,3,1,1,2,1,1
3757,2,6,2,3,1,1,2,3,1
3758,2,6,2,3,1,1,3,1,1
3759,2,6,2,3,1,1,3,2,1
3763,2,6,2,3,1,1,4,3,1
3764,2,6,2,3,1,2,1,1,1
3765,2,6,2,3,1,2,1,2,1
3766,2,6,2,3,1,2,1,3,1
3767,2,6,2,3,1,2,2,1,1
3768,2,6,2,3,1,2,2,2,1
3769,2,6,2,3,1,2,2,3,1
3770,2,6,2,3,1,2,3,1,1
3771,2,6,2,3,1,2,3,2,1
3772,2,6,2,3,1,2,3,3,1
3773,2,6,2,3,1,2,4,1,1
3775,2,6,2,3,1,2,4,3,1
3776,2,6,2,3,1,3,1,1,1
3777,2,6,2,3,1,3,1,2,1
3778,2,6,2,3,1,3,1,3,1
3779,2,6,2,3,1,3,2,1,1
3780,2,6,2,3,1,3,2,2,1
3781,2,6,2,3,1,3,2,3,1
3783,2,6,2,3,1,3,3,2,1
3784,2,6,2,3,1,3,3,3,1
3785,2,6,2,3,1,3,4,1,1
3786,2,6,2,3,1,3,4,2,1
3787,2,6,2,3,1,3,4,3,1
3788,2,6,2,3,1,4,1,1,4
3789,2,6,2,3,1,4,1,2,4
3790,2,6,2,3,1,4,1,3,4
3791,2,6,2,3,1,4,2,1,4
3792,2,6,2,3,1,4,2,2,4
3793,2,6,2,3,1,4,2,3,4
3794,2,6,2,3,1,4,3,1,4
3795,2,6,2,3,1,4,3,2,4
3796,2,6,2,3,1,4,3,3,4
3797,2,6,2,3,1,4,4,1,4
3798,2,6,2,3,1,4,4,2,4
3801,2,6,2,3,2,2,1,2,3
3802,2,6,2,3,2,2,1,3,3
3803,2,6,2,3,2,2,2,1,3
3804,2,6,2,3,2,2,2,2,3
3805,2,6,2,3,2,2,2,3,3
3806,2,6,2,3,2,2,3,1,3
3807,2,6,2,3,2,2,3,2,3
3808,2,6,2,3,2,2,3,3,3
3809,2,6,2,3,2,2,4,1,3
3811,2,6,2,3,2,2,4,3,3
3812,2,6,2,3,2,4,1,1,4
3813,2,6,2,3,2,4,1,2,4
3815,2,6,2,3,2,4,2,1,4
3816,2,6,2,3,2,4,2,2,4
3817,2,6,2,3,2,4,2,3,4
3818,2,6,2,3,2,4,3,1,4
3819,2,6,2,3,2,4,3,2,4
3820,2,6,2,3,2,4,3,3,4
3821,2,6,2,3,2,4,4,1,4
3822,2,6,2,3,2,4,4,2,4
3823,2,6,2,3,2,4,4,3,4
3824,2,6,2,3,3,2,1,1,3
3825,2,6,2,3,3,2,2,1,3
3826,2,6,2,3,3,2,3,1,3
3827,2,6,2,3,3,2,4,1,3
3828,2,6,2,3,3,4,1,1,4
3830,2,6,2,3,3,4,1,3,4
3831,2,6,2,3,3,4,2,1,4
3832,2,6,2,3,3,4,2,2,4
3833,2,6,2,3,3,4,2,3,4
3834,2,6,2,3,3,4,3,1,4
3836,2,6,2,3,3,4,3,3,4
3838,2,6,2,3,3,4,4,2,4
3839,2,6,2,3,3,4,4,3,4
3840,2,6,3,1,1,1,1,1,1
3841,2,6,3,1,1,1,1,2,1
3842,2,6,3,1,1,1,1,3,1
3843,2,6,3,1,1,1,2,1,1
3844,2,6,3,1,1,1,2,2,1
3845,2,6,3,1,1,1,2,3,1
3846,2,6,3,1,1,1,3,1,1
3847,2,6,3,1,1,1,3,2,1
3848,2,6,3,1,1,1,3,3,1
3849,2,6,3,1,1,1,4,1,1
3850,2,6,3,1,1,1,4,2,1
3851,2,6,3,1,1,1,4,3,1
3852,2,6,3,1,1,2,1,1,1
3853,2,6,3,1,1,2,1,2,1
3854,2,6,3,1,1,2,1,3,1
3855,2,6,3,1,1,2,2,1,1
3856,2,6,3,1,1,2,2,2,1
3857,2,6,3,1,1,2,2,3,1
3858,2,6,3,1,1,2,3,1,1
3859,2,6,3,1,1,2,3,2,1
3861,2,6,3,1,1,2,4,1,1
3862,2,6,3,1,1,2,4,2,1
3863,2,6,3,1,1,2,4,3,1
3864,2,6,3,1,1,3,1,1,1
3865,2,6,3,1,1,3,1,2,1
3866,2,6,3,1,1,3,1,3,1
3867,2,6,3,1,1,3,2,1,1
3868,2,6,3,1,1,3,2,2,1
3869,2,6,3,1,1,3,2,3,1
3871,2,6,3,1,1,3,3,2,1
3872,2,6,3,1,1,3,3,3,1
3873,2,6,3,1,1,3,4,1,1
3875,2,6,3,1,1,3,4,3,1
3876,2,6,3,1,1,4,1,1,2
3878,2,6,3,1,1,4,1,3,2
3879,2,6,3,1,1,4,2,1,2
3880,2,6,3,1,1,4,2,2,2
3881,2,6,3,1,1,4,2,3,2
3882,2,6,3,1,1,4,3,1,2
3883,2,6,3,1,1,4,3,2,2
3884,2,6,3,1,1,4,3,3,2
3885,2,6,3,1,1,4,4,1,2
3886,2,6,3,1,1,4,4,2,2
3887,2,6,3,1,1,4,4,3,2
3888,2,6,3,1,2,2,1,1,3
3889,2,6,3,1,2,2,2,1,3
3890,2,6,3,1,2,2,3,1,3
3891,2,6,3,1,2,2,4,1,3
3892,2,6,3,1,2,4,1,1,2
3893,2,6,3,1,2,4,1,2,2
3894,2,6,3,1,2,4,1,3,2
3895,2,6,3,1,2,4,2,1,2
3896,2,6,3,1,2,4,2,2,2
3897,2,6,3,1,2,4,2,3,2
3899,2,6,3,1,2,4,3,2,2
3900,2,6,3,1,2,4,3,3,2
3902,2,6,3,1,2,4,4,2,2
3903,2,6,3,1,2,4,4,3,2
3904,2,6,3,1,3,1,1,1,2
3905,2,6,3,1,3,1,1,2,2
3906,2,6,3,1,3,1,1,3,2
3907,2,6,3,1,3,1,2,1,2
3908,2,6,3,1,3,1,2,2,2
3909,2,6,3,1,3,1,2,3,2
3910,2,6,3,1,3,1,3,1,2
3911,2,6,3,1,3,1,3,2,2
3912,2,6,3,1,3,1,3,3,2
3913,2,6,3,1,3,1,4,1,2
3914,2,6,3,1,3,1,4,2,2
3915,2,6,3,1,3,1,4,3,2
3916,2,6,3,1,3,2,1,1,2
3917,2,6,3,1,3,2,1,2,2
3918,2,6,3,1,3,2,1,3,2
3919,2,6,3,1,3,2,2,1,2
3920,2,6,3,1,3,2,2,2,2
3921,2,6,3,1,3,2,2,3,2
3922,2,6,3,1,3,2,3,1,2
3924,2,6,3,1,3,2,3,3,2
3925,2,6,3,1,3,2,4,1,2
3926,2,6,3,1,3,2,4,2,2
3927,2,6,3,1,3,2,4,3,2
3928,2,6,3,1,3,3,1,1,2
3929,2,6,3,1,3,3,1,2,2
3930,2,6,3,1,3,3,1,3,2
3931,2,6,3,1,3,3,2,1,2
3932,2,6,3,1,3,3,2,2,2
3933,2,6,3,1,3,3,2,3,2
3934,2,6,3,1,3,3,3,1,2
3935,2,6,3,1,3,3,3,2,2
3936,2,6,3,1,3,3,3,3,2
3938,2,6,3,1,3,3,4,2,2
3939,2,6,3,1,3,3,4,3,2
3940,2,6,3,1,3,4,1,1,2
3941,2,6,3,1,3,4,1,2,2
3942,2,6,3,1,3,4,1,3,2
3943,2,6,3,1,3,4,2,1,2
3944,2,6,3,1,3,4,2,2,2
3945,2,6,3,1,3,4,2,3,2
3946,2,6,3,1,3,4,3,1,2
3947,2,6,3,1,3,4,3,2,2
3948,2,6,3,1,3,4,3,3,2
3949,2,6,3,1,3,4,4,1,2
3950,2,6,3,1,3,4,4,2,2
3951,2,6,3,1,3,4,4,3,2
3952,2,6,3,2,1,1,1,1,1
3953,2,6,3,2,1,1,1,2,1
3954,2,6,3,2,1,1,1,3,1
3955,2,6,3,2,1,1,2,1,1
3956,2,6,3,2,1,1,2,2,1
3957,2,6,3,2,1,1,2,3,1
3958,2,6,3,2,1,1,3,1,1
3959,2,6,3,2,1,1,3,2,1
3960,2,6,3,2,1,1,3,3,1
3961,2,6,3,2,1,1,4,1,1
3962,2,6,3,2,1,1,4,2,1
3963,2,6,3,2,1,1,4,3,1
3964,2,6,3,2,1,2,1,1,1
3965,2,6,3,2,1,2,1,2,1
3966,2,6,3,2,1,2,1,3,1
3967,2,6,3,2,1,2,2,1,1
3968,2,6,3,2,1,2,2,2,1
3969,2,6,3,2,1,2,2,3,1
3970,2,6,3,2,1,2,3,1,1
3971,2,6,3,2,1,2,3,2,1
3972,2,6,3,2,1,2,3,3,1
3973,2,6,3,2,1,2,4,1,1
3974,2,6,3,2,1,2,4,2,1
3975,2,6,3,2,1,2,4,3,1
3976,2,6,3,2,1,3,1,1,1
3977,2,6,3,2,1,3,1,2,1
3978,2,6,3,2,1,3,1,3,1
3979,2,6,3,2,1,3,2,1,1
3980,2,6,3,2,1,3,2,2,1
3981,2,6,3,2,1,3,2,3,1
3982,2,6,3,2,1,3,3,1,1
3983,2,6,3,2,1,3,3,2,1
3985,2,6,3,2,1,3,4,1,1
3986,2,6,3,2,1,3,4,2,1
3987,2,6,3,2,1,3,4,3,1
3988,2,6,3,2,1,4,1,1,2
3989,2,6,3,2,1,4,1,2,2
3991,2,6,3,2,1,4,2,1,2
3992,2,6,3,2,1,4,2,2,2
3993,2,6,3,2,1,4,2,3,2
3994,2,6,3,2,1,4,3,1,2
3995,2,6,3,2,1,4,3,2,2
3996,2,6,3,2,1,4,3,3,2
3998,2,6,3,2,1,4,4,2,2
3999,2,6,3,2,1,4,4,3,2
4000,2,6,3,2,2,2,1,1,3
4001,2,6,3,2,2,2,2,1,3
4002,2,6,3,2,2,2,3,1,3
4004,2,6,3,2,2,4,1,1,2
4005,2,6,3,2,2,4,1,2,2
4007,2,6,3,2,2,4,2,1,2
4008,2,6,3,2,2,4,2,2,2
4009,2,6,3,2,2,4,2,3,2
4010,2,6,3,2,2,4,3,1,2
4012,2,6,3,2,2,4,3,3,2
4013,2,6,3,2,2,4,4,1,2
4014,2,6,3,2,2,4,4,2,2
4015,2,6,3,2,2,4,4,3,2
4017,2,6,3,2,3,1,1,2,2
4018,2,6,3,2,3,1,1,3,2
4019,2,6,3,2,3,1,2,1,2
4020,2,6,3,2,3,1,2,2,2
4021,2,6,3,2,3,1,2,3,2
4022,2,6,3,2,3,1,3,1,2
4023,2,6,3,2,3,1,3,2,2
4025,2,6,3,2,3,1,4,1,2
4026,2,6,3,2,3,1,4,2,2
4027,2,6,3,2,3,1,4,3,2
4028,2,6,3,2,3,2,1,1,2
4029,2,6,3,2,3,2,1,2,2
4030,2,6,3,2,3,2,1,3,2
4031,2,6,3,2,3,2,2,1,2
4032,2,6,3,2,3,2,2,2,2
4033,2,6,3,2,3,2,2,3,2
4034,2,6,3,2,3,2,3,1,2
4035,2,6,3,2,3,2,3,2,2
4036,2,6,3,2,3,2,3,3,2
4037,2,6,3,2,3,2,4,1,2
4038,2,6,3,2,3,2,4,2,2
4039,2,6,3,2,3,2,4,3,2
4040,2,6,3,2,3,3,1,1,2
4041,2,6,3,2,3,3,1,2,2
4042,2,6,3,2,3,3,1,3,2
4043,2,6,3,2,3,3,2,1,2
4044,2,6,3,2,3,3,2,2,2
4045,2,6,3,2,3,3,2,3,2
4046,2,6,3,2,3,3,3,1,2
4047,2,6,3,2,3,3,3,2,2
4048,2,6,3,2,3,3,3,3,2
4049,2,6,3,2,3,3,4,1,2
4050,2,6,3,2,3,3,4,2,2
4051,2,6,3,2,3,3,4,3,2
4052,2,6,3,2,3,4,1,1,2
